moody_lighting,"氛围光照"
crop_top,"露腹短上衣,裁剪上衣"
camisole,"无袖背心(细肩带),吊带背心"
cardigan,"开襟衫,开衫"
cardigan_vest,"纽扣毛衣马夹,开衫背心"
coat,"外套"
duffel_coat,"牛角扣大衣,粗呢大衣"
fur_coat,"毛皮大衣,皮草大衣"
fur-trimmed_coat,"边缘有毛皮的大衣,毛边大衣"
overcoat,"长至小腿的大衣,大衣"
raincoat,"雨披,雨衣"
yellow_raincoat,"黄色雨披,黄色雨衣"
transparent_raincoat,"透明雨衣"
trench_coat,"长雨衣,风衣"
winter_coat,"冬季大衣"
compression_shirt,"运动紧身衣"
corset,"长紧身胸衣,紧身褡,紧身胸衣"
hoodie,"连帽衫,卫衣"
jacket,"夹克衫,夹克"
blazer,"西装外套,西装夹克"
cropped_jacket,"短夹克,短款夹克"
letterman_jacket,"棒球外套,棒球服,莱特曼夹克"
safari_jacket,"探险家夹克"
sash,"和服腰上的饰带,窗扇"
shirt,"衬衫"
collared_shirt,"有领衬衫,翻领衬衫"
dress_shirt,"正装衬衫,西服衬衫,礼服衬衫"
off-shoulder_shirt,"露肩衬衫"
striped_shirt,"条纹衬衫"
t-shirt,"T恤衬衫,T_恤,t_恤"
sweater,"毛衣"
turtleneck,"高领衫,高领毛衣"
sleeveless_turtleneck,"无袖高领衫,无袖高领毛衣"
ribbed_sweater,"竖条纹毛衣,罗纹毛衣"
aran_sweater,"渔网状纹样的毛衣,阿兰毛衣"
tabard,"挂在胸前的方形织物_通常印有纹章,战袍"
tailcoat,"燕尾服"
tank_top,"无袖紧身背心,背心"
tube_top,"没有肩带的紧身露肩上衣,直筒式抹胸,管顶"
bandeau,"狭窄带状上衣,抹胸比基尼,抹胸"
underbust,"穿在胸线下的提胸上衣,下胸围"
vest,"背心"
sweater_vest,"毛衣背心"
waistcoat,"西装马夹,马甲"
dress,"连衣裙"
aqua_dress,"青色连衣裙,水色连衣裙"
black_dress,"黑色连衣裙"
blue_dress,"蓝色连衣裙"
brown_dress,"棕色连衣裙"
green_dress,"绿色连衣裙"
grey_dress,"灰色连衣裙"
orange_dress,"橙色连衣裙"
pink_dress,"粉红色裙子,粉色连衣裙"
purple_dress,"紫色连衣裙"
red_dress,"红色连衣裙"
white_dress,"白色连衣裙"
yellow_dress,"黄色连衣裙"
multicolored_dress,"多种颜色的连衣裙,五彩连衣裙"
two-tone_dress,"两种颜色的连衣裙,两色连衣裙"
argyle_dress,"菱形图案的连衣裙,菱形连衣裙"
checkered_dress,"格子图案的连衣裙,格纹连衣裙"
plaid_dress,"网格图案的连衣裙,格子连衣裙"
polka_dot_dress,"圆点花纹的连衣裙,波点连衣裙"
print_dress,"有图案的裙子,印花连衣裙"
striped_dress,"横向条纹连衣裙,条纹连衣裙"
vertical-striped_dress,"纵向条纹连衣裙,竖条纹连衣裙"
pinstripe_dress,"纵向线条连衣裙,细条纹连衣裙"
armored_dress,"带有战甲的连衣裙,带有装甲的连衣裙,战甲裙,装甲连衣裙"
backless_dress,"露背连衣裙"
collared_dress,"有领连衣裙"
frilled_dress,"有荷叶边的连衣裙,荷叶边连衣裙"
lace-trimmed_dress,"蕾丝边连衣裙"
latex_dress,"胶衣连衣裙,乳胶连衣裙"
layered_dress,"有非常多层的连衣裙,分层连衣裙"
long_dress,"长连衣裙,长裙"
off-shoulder_dress,"露肩连衣裙"
pleated_dress,"百褶连衣裙"
plunging_neckline,"v字型连衣裙,深领,低领口"
ribbed_dress,"高领竖条纹连衣裙,罗纹连衣裙"
ribbon-trimmed_dress,"下摆像一排破折号的连衣裙,丝带饰边连衣裙"
short_dress,"短连衣裙,短裙"
side_slit,"侧开连衣裙,侧开衩"
see-through_dress,"半透明连衣裙,透视连衣裙"
sleeveless_dress,"无袖连衣裙"
strapless_dress,"无肩带连衣裙,露肩连衣裙"
cake_dress,"层层叠叠且撑的很大的连衣裙"
china_dress,"旗袍,中国服饰"
cocktail_dress,"小礼服,(社交场合穿的)短裙,鸡尾酒礼服"
dirndl,"阿尔卑斯裙,少女装"
evening_gown,"晚礼服,晚会礼服"
funeral_dress,"丧服,葬礼礼服"
negligee,"透明睡袍,睡衣"
nightgown,"睡袍,睡衣"
pencil_dress,"紧身连衣裙,铅笔裙"
pinafore_dress,"无袖无领穿在外面的连衣裙,围裙连衣裙"
sailor_dress,"水手服连衣裙,水手服款裙子,水手服"
santa_dress,"圣诞连衣裙,圣诞老人礼服"
sundress,"夏季无袖连衣裙,太阳裙/背心裙,吊带裙"
sweater_dress,"毛衣连衣裙"
trapeze_dress,"上窄下宽没有腰线的连衣裙"
wedding_dress,"婚礼连衣裙,婚纱"
halterneck_dress,"系在脖子后的连衣裙"
criss-cross_halter_dress,"系带在前面交叉的连衣裙"
aqua_sleeves,"青色袖子"
black_sleeves,"黑色袖子"
blue_sleeves,"蓝色袖子"
brown_sleeves,"棕色袖子"
green_sleeves,"绿色袖子,绿袖"
grey_sleeves,"灰色袖子"
orange_sleeves,"橙色袖子"
pink_sleeves,"粉色袖子"
purple_sleeves,"紫色袖子,紫袖"
red_sleeves,"红色袖子,红袖"
white_sleeves,"白色袖子,白袖"
yellow_sleeves,"黄色袖子"
short_sleeves,"短袖"
long_sleeves,"长袖"
sleeves_past_wrists,"萌袖,袖子长过手腕,袖子过手腕"
sleeves_past_fingers,"到手指的袖子,袖子长过手指,袖子过指"
sleeves_past_elbows,"到手肘的袖子,袖子过肘"
sleeves_rolled_up,"袖子卷起"
frilled_sleeves,"有荷叶边的袖子,荷叶边袖子"
fur-trimmed_sleeves,"袖口有毛皮装饰,毛边袖子"
lace-trimmed_sleeves,"袖口有蕾丝装饰,蕾丝边袖"
ribbon-trimmed_sleeves,"袖口有丝带装饰,丝带边袖"
detached_sleeves,"分离式袖子,袖肩分离装"
elbow_sleeve,"运动时保护关节的袖子,肘套"
layered_sleeves,"多层袖子,分层的衣袖,分层袖子"
puffy_detached_sleeves,"蓬松的分离式袖子,蓬松的分离袖"
puffy_long_sleeves,"蓬松的长袖,蓬松长袖"
puffy_short_sleeves,"蓬松的短袖,蓬松短袖"
raglan_sleeves,"袖子与衣服拼接在一起,插肩袖"
see-through_sleeves,"半透明袖子,透明袖子"
torn_sleeves,"被撕裂的袖子,撕裂的袖子"
wide_sleeves,"宽口袖子,宽袖"
sleeveless,"无袖"
bloomers,"灯笼裤"
buruma,"三角运动短裤,运动短裤,女式灯笼裤,缅甸"
kilt,"苏格兰短裙"
pants,"裤子"
bell-bottoms,"喇叭裤"
capri_pants,"七分裤"
jeans,"牛仔裤"
cutoff_jeans,"破洞牛仔裤,九分牛仔裤"
pants_rolled_up,"裤子卷起来"
pelvic_curtain,"遮挡胯下的方形布块,盆帘"
petticoat,"裙撑,衬裙"
sarong,"纱笼_围在比基尼外,围在泳装外当裙子的布,莎笼/沙滩浴巾,纱笼"
shorts,"短裤"
bike_shorts,"自行车短裤"
denim_shorts,"牛仔短裤"
short_shorts,"热裤,短裤"
skirt,"短裙,裙子"
bubble_skirt,"泡泡裙"
high-waist_skirt,"高腰半身裙,高腰裙"
long_skirt,"长裙"
microskirt,"超短裙"
miniskirt,"迷你裙"
overall_skirt,"背带裙,连体裙"
plaid_skirt,"格子裙,格子呢短裙"
pleated_skirt,"百褶裙"
suspender_skirt,"吊带裙"
aqua_legwear,"水色腿装"
beige_legwear,"米色腿装,米色裤袜"
black_legwear,"黑色腿装,黑色裤袜"
blue_legwear,"蓝色腿装,蓝色裤袜"
brown_legwear,"棕色腿装,棕色裤袜"
green_legwear,"绿色腿装,绿色裤袜"
grey_legwear,"灰色腿装,灰色裤袜"
orange_legwear,"橙色腿装,橙色裤袜"
pink_legwear,"粉色腿装,粉色裤袜"
purple_legwear,"紫色腿装,紫色裤袜"
red_legwear,"红色腿装,红色裤袜"
white_legwear,"白色腿装,白色裤袜"
yellow_legwear,"黄色腿装,黄色裤袜"
gradient_legwear,"渐变色腿装,渐变色紧身裤"
multicolored_legwear,"多种颜色的腿装,五彩裤袜,五彩裤装"
two-tone_legwear,"两种颜色的腿装,分段裤袜,两色护腿"
argyle_legwear,"菱形图案袜子,菱形裤腿"
checkered_legwear,"格子图案袜子,格纹裤袜"
polka_dot_legwear,"圆点图案袜子,波点裤袜"
print_legwear,"带有图案的袜子,印花裤袜"
striped_legwear,"条纹袜子,条纹裤袜"
vertical-striped_legwear,"横向条纹袜子,竖条纹裤袜"
pinstripe_legwear,"纵向条纹袜子,细条纹裤袜"
fishnet_thighhighs,"渔网长筒袜"
fishnet_pantyhose,"渔网连裤袜"
fishnet_socks,"渔网短袜"
frilled_pantyhose,"带荷叶边的连裤袜"
frilled_thighhighs,"带荷叶边的长筒袜,褶边长筒袜"
frilled_socks,"带荷叶边的短袜,荷叶边袜子"
lace_legwear,"蕾丝袜子,蕾丝裤袜"
lace-trimmed_legwear,"蕾丝边的袜子,蕾丝边裤袜,蕾丝边裤"
latex_legwear,"胶袜,乳胶裤袜"
o-ring_legwear,"有圆环扣的袜子,O_型圈护腿"
ribbed_legwear,"有纵向条纹的袜子,罗纹裤袜"
seamed_legwear,"有缝合缝的袜子,有接缝的裤袜,接缝裤袜"
front-seamed_legwear,"正面有缝合缝的袜子,前缝裤腿"
side-seamed_legwear,"侧面有缝合缝的袜子,侧缝裤腿"
see-through_legwear,"半透明袜子,透视裤袜"
shiny_legwear,"有光泽的袜子,闪亮的裤袜"
toeless_legwear,"露出脚趾的袜子,露趾裤袜,无趾裤袜"
ribbon-trimmed_legwear,"丝带装饰的袜子,丝带边饰裤袜"
uneven_legwear,"不对称的袜子,不均匀的裤腿"
torn_legwear,"破掉的袜子,撕裂的裤袜"
garter_belt,"吊带袜的腰带,连腰吊带袜,吊袜带"
garter_straps,"吊带袜的吊带,袜带,吊袜带"
kneehighs,"中筒袜,长袜,膝盖高"
leggings,"不覆盖脚的连裤袜,裤袜,紧身裤"
leg_warmers,"暖腿套,腿套/暖腿袜,暖腿器"
over-kneehighs,"过膝袜,过膝"
pantyhose,"连裤袜"
thighband_pantyhose,"带条纹的连裤袜,绑腿连裤袜"
socks,"袜子,短袜"
ankle_socks,"到脚踝的袜子,踝袜,及踝袜"
bobby_socks,"袜口向下翻的少女短袜,美式短袜,鲍比袜子"
loose_socks,"泡泡袜,宽松的袜子"
tabi,"只有一个分叉的日式传统袜子,日式厚底短袜,袜带"
thighhighs,"长筒袜,过膝袜"
thigh_strap,"腿带,大腿绑带"
boots,"靴子,长靴"
ankle_boots,"不到小腿的靴子,踝靴"
armored_boots,"金属制的靴子,装甲靴"
knee_boots,"长度接近膝盖的靴子,及膝靴"
high_heel_boots,"高跟靴,高跟鞋"
lace-up_boots,"有鞋带的靴子,系带靴"
rubber_boots,"防水橡胶靴,胶靴"
thigh_boots,"长度到大腿的靴子,高帮靴,大腿靴"
cowboy_boots,"牛仔靴"
cross-laced_footwear,"十字系带式鞋子,交叉系带鞋"
high_heels,"高跟鞋"
loafers,"乐福鞋_平底便鞋,乐福鞋"
mary_janes,"玛丽珍鞋,玛丽珍妮丝"
platform_footwear,"厚底鞋"
sandals,"凉鞋"
cross-laced_sandals,"十字系带式凉鞋,交叉系带凉鞋"
flip-flops,"人字拖"
geta,"木屐"
slippers,"拖鞋"
ballet_slippers,"芭蕾舞鞋"
sneakers,"运动鞋"
high_tops,"可以覆盖脚踝的运动鞋,高帮"
arms_around_neck,"手臂勾着另一人脖子,双手搂着脖子,搂着脖子"
ascot,"领巾,阿斯科特"
bolo_tie,"绳系领带,博洛领带"
bowtie,"领结,蝴蝶领结"
choker,"颈圈,颈部饰品,项链"
ribbon_choker,"蝴蝶结颈圈,颈带,丝带项链"
collar,"项圈,衣领"
neck_bell,"脖子上的铃铛,颈铃"
animal_collar,"动物项圈"
spiked_collar,"带刺项圈,带钉项圈,尖领"
goggles_around_neck,"把护目镜挂在脖子上,护目镜"
headphones_around_neck,"把耳机挂在脖子上,脖子上挂耳机,挂在脖子上的耳机"
lanyard,"挂在胸前的牌子,挂绳"
neckerchief,"水手服的领巾,围巾"
necklace,"项链"
chain_necklace,"锁链项链,项链"
flower_necklace,"花项链"
pearl_necklace,"珍珠项链"
pendant,"挂坠项链,吊坠"
neck_ribbon,"系在脖子上的丝带,颈部系着缎带,颈带"
necktie,"领带"
necktie_between_breasts,"夹在胸之间的领带,领带贴(夹)在乳沟里,乳房之间的领带"
scarf,"围巾"
capelet,"披肩"
aqua_neckwear,"水色颈饰"
black_neckwear,"黑色颈饰,黑色领带"
blue_neckwear,"蓝色颈饰,蓝色领带"
brown_neckwear,"棕色颈饰"
green_neckwear,"绿色颈饰,绿色领带"
grey_neckwear,"灰色颈饰"
orange_neckwear,"橙色颈饰"
pink_neckwear,"粉色颈饰"
purple_neckwear,"紫色颈饰"
red_neckwear,"红色颈饰,红领巾"
white_neckwear,"白色颈饰"
yellow_neckwear,"黄色颈饰"
apron,"围裙"
armor,"装甲,盔甲"
bikini_armor,"比基尼装甲,比基尼盔甲"
band_uniform,"乐队制服"
cape,"披风,披肩/斗篷/披风,斗篷"
hood,"帽兜,兜帽,引擎盖"
cheerleader,"啦啦队制服,啦啦队,啦啦队长"
gym_uniform,"体操服,运动服"
habit,"修道服,习惯"
loincloth,"腰布,缠腰布"
hazmat_suit,"防化服,防护服"
kigurumi,"玩偶服,基古鲁米"
maid,"女仆装,女仆,女佣"
miko,"巫女服,巫女"
nontraditional_miko,"改造巫女服,非传统巫女"
military_uniform,"军装,军服"
overalls,"吊带装,工作服"
pajamas,"睡衣"
pilot_suit,"机甲驾驶服,飞行员套装"
plugsuit,"eva机甲驾驶服,插头套装"
sailor,"海军服,水手服,水手"
santa_costume,"圣诞服,圣诞老人服装"
school_uniform,"校服,学校制服"
serafuku,"水手服,濑福"
gakuran,"军队风格男性校服,学园"
meiji_schoolgirl_uniform,"明治女高中生制服,明治年间女学生制服,明治女学生制服"
suit,"西装"
business_suit,"商务西装,职场制服,西装"
pant_suit,"女性裤子西装,女性穿着西服,裤装"
skirt_suit,"裙子西装,正装短裙,裙子套装"
track_suit,"运动服"
waitress,"女服务员"
cowboy_western,"西部牛仔"
bikesuit,"骑手服,骑行套装,自行车服"
racing_suit,"赛车服"
bodystocking,"半透明材料紧身衣,连体裤袜,紧身衣"
bodysuit,"连体紧身衣,紧身衣,紧身连衣裤"
jumpsuit,"连体工作服,(尤指女式)连衫裤,连身衣"
leotard,"高叉连体紧身衣,體操服,紧身衣"
strapless_leotard,"无袖高叉连体紧身衣,无肩带紧身衣"
playboy_bunny,"兔女郎,花花公子兔子"
swimsuit,"泳衣,泳装"
competition_swimsuit,"竞赛泳衣,赛用泳衣,比赛泳衣"
slingshot_swimsuit,"三点式泳衣,弹弓泳衣/吊带泳衣/V字泳衣,弹弓泳衣"
school_swimsuit,"死库水,学校泳衣,学校泳装"
bikini,"比基尼"
string_bikini,"系绳比基尼,细绳比基尼"
micro_bikini,"覆盖面积小的比基尼,迷你比基尼,微比基尼"
lowleg_bikini,"位置比较低的比基尼,低腰比基尼,低腿比基尼"
thong_bikini,"丁字裤比基尼,丁字式比基尼"
sports_bikini,"运动型比基尼,运动比基尼"
criss-cross_halter,"衣服挂在脖子上并在脖子前交叉,交叉吊带,交叉吊带衫"
robe,"袍子,长袍"
bathrobe,"浴袍"
camera,"相机"
chopsticks,"筷子"
microphone,"麦克风"
weapons,"武器"
dagger,"匕首/短剑,匕首"
sword,"刀,剑"
scythe,"镰刀"
whip,"鞭,鞭子"
riding_crop,"马鞭,骑马作物"
gun,"枪"
handgun,"手枪"
wand,"魔杖"
umbrella,"伞,雨伞"
ofuda,"札符,大田"
yin_yang,"阴阳"
lantern/lamp,"灯笼"
teacup,"茶杯"
cigarette,"香烟"
cake,"蛋糕"
taiyaki,"鲷鱼烧"
wine,"葡萄酒,酒"
cherry_blossoms,"樱花"
cream,"奶油"
ice_cream,"冰激凌,冰淇淋"
sake,"日本酒,清酒"
flower_petals,"花瓣"
forest,"森林/树,森林"
guitar,"吉他"
piano,"钢琴"
chair,"椅子"
mimikaki,"掏耳勺,采耳,模仿"
full_moon,"满月"
pentagram,"五角星"
christmas,"圣诞节"
talisman,"咒符,护身符"
indoors,"室内"
duffel_bag,"帆布包,行李袋"
school_bag,"学生包,书包"
handbag,"小手提包,手提包"
hand_fan,"手扇"
reflection,"反射(镜子，水),反射"
pillow,"枕头"
polearm,"长柄类武器,长柄武器"
stuffed_toy,"毛绒玩具"
samurai_sword,"武士刀"
snowflakes,"雪花"
bathroom,"浴室"
bathtub,"浴缸"
toilet_stall,"厕所隔间"
shower,"淋浴"
bedroom,"卧室"
hotel_room,"旅馆房间,酒店房间"
messy_room,"很乱的房间,凌乱的房间"
otaku_room,"宅男房间"
cafeteria,"自助餐厅,食堂"
changing_room,"更衣间,更衣室"
classroom,"课堂,教室"
clubroom,"会所"
greenhouse,"温室"
courtroom,"法庭"
dining_room,"饭厅"
dressing_room,"更衣室"
dungeon,"地牢"
prison_cell,"牢房"
fitting_room,"试衣间"
gym,"健身房"
locker_room,"公共更衣室,更衣室"
gym_storeroom,"体育馆储藏室,健身房储藏室"
infirmary,"医务室"
kitchen,"厨房"
laboratory,"实验室"
library,"图书馆"
living_room,"客厅"
office,"办公室"
cubicle,"隔间"
pool,"水池,游泳池"
stage,"阶段,舞台"
staff_room,"员工室"
storage_room,"储存室,储藏室"
armory,"军械库"
closet,"壁橱"
workshop,"作坊"
stain_glass,"染色玻璃"
beach,"海滩"
shore,"岸边"
canyon,"峡谷"
cave,"洞穴"
cliff,"悬崖"
desert,"沙漠"
oasis,"绿洲"
bamboo_forest,"竹林"
glacier,"冰川"
hill,"山丘,山"
island,"岛,岛屿"
floating_island,"浮岛"
jungle,"丛林"
meadow,"草地,草甸"
mountain,"山"
volcano,"火山"
park,"公园"
playground,"操场,游乐场"
parking_lot,"停车场"
savannah,"非洲大草原,萨凡纳"
wetland,"湿地"
water,"水"
fountain,"喷泉"
lake,"湖"
ocean,"海洋,大海"
ocean_bottom,"海底"
pond,"池塘"
river,"河"
stream,"溪流,流"
waterfall,"瀑布"
wasteland,"荒地"
flower_sea,"花海"
airfield,"机场"
runway,"跑道"
amusement_park,"游乐园"
carousel,"旋转木马"
ferris_wheel,"摩天轮"
roller_coaster,"过山车"
aqueduct,"渡槽"
bridge,"桥"
rope_bridge,"索桥"
wooden_bridge,"木桥"
canal,"运河"
city,"城市"
floating_city,"漂浮的城市,水上城市"
rural,"乡村,农村"
town,"小镇"
village,"村庄"
dam,"大坝"
dock,"码头"
drydock,"干船库"
shipyard,"船厂"
garden,"花园"
graveyard,"墓地"
jetty,"栈桥"
field,"场地,字段"
flower_field,"花田"
rice_paddy,"稻田"
wheat_field,"麦田"
harbor,"港口,海港"
market,"市场"
market_stall,"市场摊位"
pier,"船坞,码头"
phone_booth,"电话亭"
poolside,"池畔"
waterpark,"水上乐园"
railroad_tracks,"铁轨"
railroad_crossing,"铁路道口"
road,"路"
alley,"胡同"
crosswalk,"人行横道"
dirt_road,"泥路,土路"
highway,"高速公路"
path,"小路,路径"
sidewalk,"人行道"
stone_walkway,"石头走道"
street,"街道"
soccer_field,"足球场"
tunnel,"隧道"
zoo,"好的"
buildings,"建筑物,建筑"
airport,"飞机场,机场"
control_tower,"控制塔"
hangar,"机库"
apartment,"公寓"
aquarium,"水族馆"
arcade,"拱廊"
bar,"酒吧"
izakaya,"居酒屋"
tavern,"酒馆,小酒馆"
barn,"谷仓"
bunker,"掩体"
bus_stop,"巴士车站"
bowling_alley,"保龄球馆"
cafe,"咖啡店,咖啡厅"
casino,"赌场"
castle,"城堡"
floating_castle,"漂浮城堡"
church,"教会,教堂"
construction_site,"工地,建筑工地"
garage,"车库"
gas_station,"加油站"
gazebo,"凉亭"
house,"屋,房子"
hotel,"酒店"
hut,"小屋"
factory,"工厂"
refinery,"炼油厂"
powerplant,"发电厂"
nuclear_powerplant,"核电站"
cooling_tower,"冷却塔"
warehouse,"仓库"
lighthouse,"灯塔"
mall,"购物中心,商场"
megastructure,"巨型结构"
space_elevator,"太空电梯"
military_base,"军事基地"
mosque,"清真寺"
museum,"博物馆"
art_gallery,"美术馆"
nightclub,"夜店,夜总会"
observatory,"天文台"
onsen,"温泉"
pagoda,"宝塔"
planetarium,"天文馆"
prison,"监狱"
restaurant,"餐厅"
rooftop,"屋顶"
ruins,"废墟"
school,"学校"
skating_rink,"滑冰场"
shack,"窝棚"
shrine,"神社"
shop,"店铺,商店"
bakery,"面包店"
bookstore,"书店"
convenience_store,"便利店"
flower_shop,"花店"
pharmacy,"药店"
salon,"沙龙"
sex_shop,"性用品店"
supermarket,"超级市场,超市"
weapon_shop,"武器店"
skyscraper,"摩天大楼"
stadium,"体育场"
arena,"竞技场"
stilt_house,"高跷房子"
temple,"寺庙"
theater,"剧院"
amphitheater,"圆形剧场"
movie_theater,"电影院"
tower,"塔"
bell_tower,"钟楼"
guard_tower,"警卫塔"
minaret,"宣礼塔"
train_station,"火车站"
treehouse,"树屋"
windmill,"风车"
rainy,"雨天"
cloudy,"阴天,多云"
foggy,"大雾"
windy,"大风"
sunny,"晴天"
lighting_effect,"闪电"
snowing_day,"下雪"
morning,"早晨,早上"
dawn,"晨曦,黎明"
sunrise,"太阳升起,日出"
midday,"中午"
afternoon,"下午"
